customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Customer_Segment,CLV_Estimated
8491,116,10,392064.8,2,3,3,233,8,Potential Loyalist,588097.2
8492,98,8,148275.84,2,2,1,221,5,Lost,222413.76
8493,100,10,303842.61,2,3,2,232,7,Needs Attention,455763.915
8494,83,14,1510069.88,3,5,5,355,13,Loyal Customers,2265104.82
8495,300,10,806076.75,1,3,5,135,9,Potential Loyalist,1209115.125
8496,53,13,401085.74,3,5,3,353,11,Loyal Customers,601628.61
8497,76,7,921893.51,3,1,5,315,9,Potential Loyalist,1382840.2650000001
8498,72,13,959649.7600000001,3,5,5,355,13,Loyal Customers,1439474.6400000001
8499,152,5,154419.12,2,1,1,211,4,Lost,231628.68
8500,169,9,626064.1,1,2,4,124,7,Needs Attention,939096.1499999999
8501,55,10,282918.07,3,3,2,332,8,Potential Loyalist,424377.105
8502,31,6,481641.63000000006,4,1,3,413,8,Potential Loyalist,722462.4450000001
8503,88,10,716085.56,2,3,4,234,9,Potential Loyalist,1074128.34
8504,189,10,647748.77,1,3,4,134,8,Potential Loyalist,971623.155
8505,409,10,529784.23,1,3,3,133,7,Needs Attention,794676.345
8506,78,8,192575.8,3,2,1,321,6,Needs Attention,288863.69999999995
8507,180,6,344144.82,1,1,2,112,4,Lost,516217.23
8508,52,14,1233735.74,4,5,5,455,14,Champions,1850603.6099999999
8509,50,8,509228.12,4,2,3,423,9,Potential Loyalist,763842.1799999999
8510,59,7,255829.25,3,1,2,312,6,Needs Attention,383743.87500000006
8511,155,15,638442.37,2,5,4,254,11,Loyal Customers,957663.5549999999
8512,52,10,194501.76,4,3,1,431,8,Potential Loyalist,291752.64
8513,208,9,451246.77,1,2,3,123,6,Needs Attention,676870.155
8514,46,18,1638317.34,4,5,5,455,14,Champions,2457476.0100000002
8515,12,13,1182535.94,5,5,5,555,15,Champions,1773803.91
8516,27,13,384606.83,5,5,3,553,13,Loyal Customers,576910.245
8517,227,10,696549.22,1,3,4,134,8,Potential Loyalist,1044823.83
8518,287,4,369126.63,1,1,2,112,4,Lost,553689.9450000001
8519,84,10,1149039.37,3,3,5,335,11,Loyal Customers,1723559.0550000002
8520,1,8,142166.21,5,2,1,521,8,Potential Loyalist,213249.315
8521,22,15,438649.05,5,5,3,553,13,Loyal Customers,657973.575
8522,36,11,183433.05,4,4,1,441,9,Potential Loyalist,275149.57499999995
8523,295,5,26859.86,1,1,1,111,3,Lost,40289.79
8524,51,10,517983.59,4,3,3,433,10,Potential Loyalist,776975.385
8525,228,8,154308.85,1,2,1,121,4,Lost,231463.27500000002
8526,7,11,784317.5700000001,5,4,5,545,14,Champions,1176476.355
8527,32,10,710727.49,4,3,4,434,11,Loyal Customers,1066091.2349999999
8528,125,7,116133.36000000002,2,1,1,211,4,Lost,174200.04000000004
8529,46,11,510559.67,4,4,3,443,11,Loyal Customers,765839.5049999999
8530,429,6,159148.67,1,1,1,111,3,Lost,238723.005
8531,32,11,389228.51,4,4,3,443,11,Loyal Customers,583842.765
8532,127,13,418899.37999999995,2,5,3,253,10,Potential Loyalist,628349.07
8533,9,9,377042.72,5,2,2,522,9,Potential Loyalist,565564.08
8534,96,11,433256.41000000003,2,4,3,243,9,Potential Loyalist,649884.615
8535,13,11,1010496.69,5,4,5,545,14,Champions,1515745.035
8536,123,15,850007.89,2,5,5,255,12,Loyal Customers,1275011.835
8537,46,12,547340.79,4,4,4,444,12,Loyal Customers,821011.185
8538,79,11,378611.96,3,4,2,342,9,Potential Loyalist,567917.9400000002
8539,64,18,981610.6,3,5,5,355,13,Loyal Customers,1472415.9
8540,269,11,719398.28,1,4,4,144,9,Potential Loyalist,1079097.42
8541,43,15,1072244.18,4,5,5,455,14,Champions,1608366.27
8542,44,11,238714.80000000002,4,4,2,442,10,Potential Loyalist,358072.2
8543,78,8,905720.7,3,2,5,325,10,Potential Loyalist,1358581.0499999998
8544,11,9,553833.63,5,2,4,524,11,Loyal Customers,830750.4450000001
8545,54,14,805739.51,3,5,5,355,13,Loyal Customers,1208609.2650000001
8546,76,9,352773.02,3,2,2,322,7,Needs Attention,529159.53
8547,23,12,656459.01,5,4,4,544,13,Loyal Customers,984688.515
8548,59,15,617018.2,3,5,4,354,12,Loyal Customers,925527.2999999999
8549,59,13,617530.6699999999,3,5,4,354,12,Loyal Customers,926296.0049999999
8550,18,8,571685.04,5,2,4,524,11,Loyal Customers,857527.56
8551,71,8,203766.74,3,2,1,321,6,Needs Attention,305650.11
8552,103,6,327107.11,2,1,2,212,5,Lost,490660.665
8553,6,8,106281.59,5,2,1,521,8,Potential Loyalist,159422.385
8554,27,15,564382.56,5,5,4,554,14,Champions,846573.8400000001
8555,8,8,709527.5599999999,5,2,4,524,11,Loyal Customers,1064291.3399999999
8556,10,7,121410.62,5,1,1,511,7,Needs Attention,182115.93
8557,115,9,285777.73,2,2,2,222,6,Needs Attention,428666.595
8558,175,8,353867.88,1,2,2,122,5,Lost,530801.8200000001
8559,180,4,68764.71,1,1,1,111,3,Lost,103147.065
8560,14,9,519696.47,5,2,3,523,10,Potential Loyalist,779544.705
8561,100,5,551369.22,2,1,4,214,7,Needs Attention,827053.83
8562,19,9,415565.89,5,2,3,523,10,Potential Loyalist,623348.835
8563,3,9,416137.85,5,2,3,523,10,Potential Loyalist,624206.7749999999
8564,76,13,808105.8099999999,3,5,5,355,13,Loyal Customers,1212158.7149999999
8565,260,6,258643.63,1,1,2,112,4,Lost,387965.445
8566,38,14,1499092.06,4,5,5,455,14,Champions,2248638.09
8567,200,7,127792.87,1,1,1,111,3,Lost,191689.305
8568,25,12,404293.2,5,4,3,543,12,Loyal Customers,606439.7999999999
8569,109,11,540519.91,2,4,3,243,9,Potential Loyalist,810779.865
8570,203,10,548627.8,1,3,4,134,8,Potential Loyalist,822941.7000000001
8571,83,11,711794.91,3,4,4,344,11,Loyal Customers,1067692.365
8572,87,7,1028996.0900000001,2,1,5,215,8,Potential Loyalist,1543494.1350000002
8573,25,4,218492.55,5,1,1,511,7,Needs Attention,327738.82499999995
8574,15,10,587967.8200000001,5,3,4,534,12,Loyal Customers,881951.7300000001
8575,14,13,782071.16,5,5,5,555,15,Champions,1173106.74
8576,32,2,89996.47,4,1,1,411,6,Needs Attention,134994.70500000002
8577,42,7,497013.89,4,1,3,413,8,Potential Loyalist,745520.8350000001
8578,1,9,940076.2799999999,5,2,5,525,12,Loyal Customers,1410114.4199999997
8579,204,10,618231.77,1,3,4,134,8,Potential Loyalist,927347.655
8580,43,10,238533.09,4,3,2,432,9,Potential Loyalist,357799.635
8581,361,9,291075.08999999997,1,2,2,122,5,Lost,436612.63499999995
8582,82,11,1041464.64,3,4,5,345,12,Loyal Customers,1562196.96
8583,33,7,202931.81,4,1,1,411,6,Needs Attention,304397.71499999997
8584,29,9,746461.87,4,2,4,424,10,Potential Loyalist,1119692.805
8585,64,13,723795.09,3,5,4,354,12,Loyal Customers,1085692.635
8586,82,13,669307.54,3,5,4,354,12,Loyal Customers,1003961.31
8587,80,8,282054.43,3,2,2,322,7,Needs Attention,423081.645
8588,58,14,1086380.77,3,5,5,355,13,Loyal Customers,1629571.155
8589,435,10,143681.39,1,3,1,131,5,At Risk,215522.08500000002
8590,60,9,497166.92000000004,3,2,3,323,8,Potential Loyalist,745750.3800000001
8591,346,9,757785.32,1,2,4,124,7,Needs Attention,1136677.98
8592,71,22,1218143.68,3,5,5,355,13,Loyal Customers,1827215.52
8593,49,14,449783.25000000006,4,5,3,453,12,Loyal Customers,674674.8750000001
8594,174,12,377953.27999999997,1,4,2,142,7,Needs Attention,566929.9199999999
8595,16,13,1233024.17,5,5,5,555,15,Champions,1849536.255
8596,210,7,308556.58999999997,1,1,2,112,4,Lost,462834.88499999995
8597,32,10,417078.33,4,3,3,433,10,Potential Loyalist,625617.4949999999
8598,174,7,337011.5,1,1,2,112,4,Lost,505517.25
8599,90,12,531806.36,2,4,3,243,9,Potential Loyalist,797709.54
8600,68,10,391848.85000000003,3,3,3,333,9,Potential Loyalist,587773.275
8601,51,17,416141.4,4,5,3,453,12,Loyal Customers,624212.1000000001
8602,150,9,421829.88,2,2,3,223,7,Needs Attention,632744.8200000001
8603,115,10,354422.76,2,3,2,232,7,Needs Attention,531634.14
8604,232,12,1617712.01,1,4,5,145,10,Potential Loyalist,2426568.015
8605,35,8,333020.82,4,2,2,422,8,Potential Loyalist,499531.23
8606,38,12,1013499.1699999999,4,4,5,445,13,Loyal Customers,1520248.755
8607,188,11,1311582.68,1,4,5,145,10,Potential Loyalist,1967374.02
8608,74,10,462894.97,3,3,3,333,9,Potential Loyalist,694342.455
8609,149,15,409967.06,2,5,3,253,10,Potential Loyalist,614950.59
8610,3,13,784715.5099999999,5,5,5,555,15,Champions,1177073.265
8611,44,9,750518.1,4,2,4,424,10,Potential Loyalist,1125777.15
8612,38,7,405575.69,4,1,3,413,8,Potential Loyalist,608363.535
8613,6,14,562216.61,5,5,4,554,14,Champions,843324.915
8614,69,9,878274.67,3,2,5,325,10,Potential Loyalist,1317412.005
8615,263,8,419196.35,1,2,3,123,6,Needs Attention,628794.5249999999
8616,118,6,515152.58999999997,2,1,3,213,6,Needs Attention,772728.885
8617,53,11,645019.19,3,4,4,344,11,Loyal Customers,967528.7849999999
8618,47,10,1067425.45,4,3,5,435,12,Loyal Customers,1601138.1749999998
8619,35,8,1401035.7,4,2,5,425,11,Loyal Customers,2101553.55
8620,92,13,1129591.75,2,5,5,255,12,Loyal Customers,1694387.625
8621,79,12,117137.22,3,4,1,341,8,Potential Loyalist,175705.83000000002
8622,267,14,364606.6,1,5,2,152,8,Potential Loyalist,546909.8999999999
8623,15,17,1313767.33,5,5,5,555,15,Champions,1970650.995
8624,185,9,246744.69999999998,1,2,2,122,5,Lost,370117.05
8625,60,10,890366.88,3,3,5,335,11,Loyal Customers,1335550.3199999998
8626,78,8,439951.84,3,2,3,323,8,Potential Loyalist,659927.76
8627,78,7,285652.56999999995,3,1,2,312,6,Needs Attention,428478.8549999999
8628,207,7,425137.7,1,1,3,113,5,Lost,637706.55
8629,63,9,178469.31,3,2,1,321,6,Needs Attention,267703.96499999997
8630,133,6,124308.78,2,1,1,211,4,Lost,186463.16999999998
8631,47,13,538685.74,4,5,3,453,12,Loyal Customers,808028.61
8632,38,9,182356.35,4,2,1,421,7,Needs Attention,273534.52499999997
8633,42,10,1168809.4,4,3,5,435,12,Loyal Customers,1753214.0999999999
8634,360,5,206391.59999999998,1,1,1,111,3,Lost,309587.39999999997
8635,24,12,256316.46000000002,5,4,2,542,11,Loyal Customers,384474.69000000006
8636,131,8,905324.05,2,2,5,225,9,Potential Loyalist,1357986.0750000002
8637,110,11,247794.57,2,4,2,242,8,Potential Loyalist,371691.855
8638,17,11,329522.70999999996,5,4,2,542,11,Loyal Customers,494284.06499999994
8639,152,10,508274.6,2,3,3,233,8,Potential Loyalist,762411.8999999999
8640,38,10,340016.14,4,3,2,432,9,Potential Loyalist,510024.21
8641,70,7,236992.55,3,1,2,312,6,Needs Attention,355488.82499999995
8642,206,12,638765.1399999999,1,4,4,144,9,Potential Loyalist,958147.7099999998
8643,18,10,127475.68,5,3,1,531,9,Potential Loyalist,191213.52
8644,77,10,419037.19999999995,3,3,3,333,9,Potential Loyalist,628555.7999999999
8645,421,7,482518.23,1,1,3,113,5,Lost,723777.345
8646,34,12,372533.83,4,4,2,442,10,Potential Loyalist,558800.745
8647,60,14,762577.83,3,5,4,354,12,Loyal Customers,1143866.7449999999
8648,155,8,350992.89,2,2,2,222,6,Needs Attention,526489.335
8649,645,6,258196.2,1,1,2,112,4,Lost,387294.30000000005
8650,15,15,601709.45,5,5,4,554,14,Champions,902564.1749999999
8651,7,12,862795.38,5,4,5,545,14,Champions,1294193.0700000003
8652,122,15,473477.26999999996,2,5,3,253,10,Potential Loyalist,710215.9049999999
8653,425,5,41213.01,1,1,1,111,3,Lost,61819.515
8654,39,11,872571.6599999999,4,4,5,445,13,Loyal Customers,1308857.4899999998
8655,45,14,567160.73,4,5,4,454,13,Loyal Customers,850741.095
8656,73,9,643914.13,3,2,4,324,9,Potential Loyalist,965871.1950000001
8657,52,9,350058.37,4,2,2,422,8,Potential Loyalist,525087.5549999999
8658,59,19,694576.8099999999,3,5,4,354,12,Loyal Customers,1041865.2149999999
8659,73,6,531771.25,3,1,3,313,7,Needs Attention,797656.875
8660,19,11,433129.14999999997,5,4,3,543,12,Loyal Customers,649693.7249999999
8661,244,8,256416.69,1,2,2,122,5,Lost,384625.03500000003
8662,90,8,255567.44000000003,2,2,2,222,6,Needs Attention,383351.16000000003
8663,193,11,624470.7,1,4,4,144,9,Potential Loyalist,936706.0499999999
8664,39,11,302391.35,4,4,2,442,10,Potential Loyalist,453587.02499999997
8665,45,9,144343.69,4,2,1,421,7,Needs Attention,216515.535
8666,290,6,818084.25,1,1,5,115,7,Needs Attention,1227126.375
8667,76,11,459086.94,3,4,3,343,10,Potential Loyalist,688630.4099999999
8668,20,7,357184.93,5,1,2,512,8,Potential Loyalist,535777.395
8669,115,10,449874.79,2,3,3,233,8,Potential Loyalist,674812.1849999999
8670,167,8,80181.06,1,2,1,121,4,Lost,120271.59
8671,118,15,990730.12,2,5,5,255,12,Loyal Customers,1486095.1800000002
8672,15,12,372095.95,5,4,2,542,11,Loyal Customers,558143.925
8673,215,7,230688.57,1,1,1,111,3,Lost,346032.855
8674,50,17,1431672.75,4,5,5,455,14,Champions,2147509.125
8675,70,6,230276.21000000002,3,1,1,311,5,Lost,345414.31500000006
8676,12,11,833017.9,5,4,5,545,14,Champions,1249526.85
8677,80,7,285461.0,3,1,2,312,6,Needs Attention,428191.5
8678,21,8,265676.56,5,2,2,522,9,Potential Loyalist,398514.83999999997
8679,12,7,502316.51,5,1,3,513,9,Potential Loyalist,753474.765
8680,184,5,62310.04,1,1,1,111,3,Lost,93465.06
8681,188,11,592930.75,1,4,4,144,9,Potential Loyalist,889396.125
8682,51,8,224947.77,4,2,1,421,7,Needs Attention,337421.65499999997
8683,31,17,2437435.3,4,5,5,455,14,Champions,3656152.9499999997
8684,47,11,541981.1,4,4,3,443,11,Loyal Customers,812971.6499999999
8685,72,11,996250.15,3,4,5,345,12,Loyal Customers,1494375.2249999999
8686,77,8,369032.86,3,2,2,322,7,Needs Attention,553549.29
8687,36,13,2227758.2800000003,4,5,5,455,14,Champions,3341637.4200000004
8688,10,9,424922.41,5,2,3,523,10,Potential Loyalist,637383.615
8689,50,12,353773.54,4,4,2,442,10,Potential Loyalist,530660.3099999999
8690,442,2,33650.64,1,1,1,111,3,Lost,50475.96
8691,2,12,357838.07,5,4,2,542,11,Loyal Customers,536757.105
8692,32,11,690587.7200000001,4,4,4,444,12,Loyal Customers,1035881.5800000001
8693,67,11,374091.51,3,4,2,342,9,Potential Loyalist,561137.265
8694,39,8,221359.1,4,2,1,421,7,Needs Attention,332038.65
8695,552,2,282926.3,1,1,2,112,4,Lost,424389.44999999995
8696,1,10,758425.03,5,3,4,534,12,Loyal Customers,1137637.545
8697,7,13,640447.28,5,5,4,554,14,Champions,960670.92
8698,96,6,284997.41,2,1,2,212,5,Lost,427496.115
8699,43,8,672803.55,4,2,4,424,10,Potential Loyalist,1009205.3250000001
8700,65,14,460175.38,3,5,3,353,11,Loyal Customers,690263.0700000001
8701,66,9,467280.44,3,2,3,323,8,Potential Loyalist,700920.66
8702,53,7,181792.32,3,1,1,311,5,Lost,272688.48
8703,30,7,423196.67,4,1,3,413,8,Potential Loyalist,634795.005
8704,47,12,338527.55000000005,4,4,2,442,10,Potential Loyalist,507791.32500000007
8705,51,13,521400.11,4,5,3,453,12,Loyal Customers,782100.165
8706,50,9,458382.23,4,2,3,423,9,Potential Loyalist,687573.345
8707,95,8,240868.28,2,2,2,222,6,Needs Attention,361302.42
8708,111,9,194661.2,2,2,1,221,5,Lost,291991.80000000005
8709,20,13,1055116.66,5,5,5,555,15,Champions,1582674.9899999998
8710,8,12,318535.51,5,4,2,542,11,Loyal Customers,477803.265
8711,127,9,484051.33999999997,2,2,3,223,7,Needs Attention,726077.01
8712,1,13,502146.08,5,5,3,553,13,Loyal Customers,753219.1200000001
8713,12,14,1304276.4400000002,5,5,5,555,15,Champions,1956414.6600000001
8714,59,17,831227.25,3,5,5,355,13,Loyal Customers,1246840.875
8715,521,6,965456.36,1,1,5,115,7,Needs Attention,1448184.54
8716,12,12,247367.44,5,4,2,542,11,Loyal Customers,371051.16000000003
8717,5,10,402784.37,5,3,3,533,11,Loyal Customers,604176.5549999999
8718,299,9,1163253.68,1,2,5,125,8,Potential Loyalist,1744880.52
8719,82,9,973157.84,3,2,5,325,10,Potential Loyalist,1459736.76
8720,20,10,409501.45999999996,5,3,3,533,11,Loyal Customers,614252.19
8721,8,12,961837.11,5,4,5,545,14,Champions,1442755.665
8722,134,11,624998.75,2,4,4,244,10,Potential Loyalist,937498.125
8723,48,10,250055.19999999998,4,3,2,432,9,Potential Loyalist,375082.79999999993
8724,68,14,343570.64,3,5,2,352,10,Potential Loyalist,515355.96
8725,37,9,350781.0,4,2,2,422,8,Potential Loyalist,526171.5
8726,89,9,681979.11,2,2,4,224,8,Potential Loyalist,1022968.665
8727,50,13,695031.06,4,5,4,454,13,Loyal Customers,1042546.5900000001
8728,109,8,647563.85,2,2,4,224,8,Potential Loyalist,971345.7749999999
8729,42,18,655501.05,4,5,4,454,13,Loyal Customers,983251.5750000001
8730,18,8,440943.36,5,2,3,523,10,Potential Loyalist,661415.04
8731,28,8,245793.68,4,2,2,422,8,Potential Loyalist,368690.52
8732,26,8,199360.65000000002,5,2,1,521,8,Potential Loyalist,299040.97500000003
8733,7,6,448653.08,5,1,3,513,9,Potential Loyalist,672979.62
8734,57,13,673035.13,3,5,4,354,12,Loyal Customers,1009552.6950000001
8735,122,11,948445.96,2,4,5,245,11,Loyal Customers,1422668.94
8736,145,9,649305.04,2,2,4,224,8,Potential Loyalist,973957.56
8737,43,11,590299.6,4,4,4,444,12,Loyal Customers,885449.3999999999
8738,24,16,685354.66,5,5,4,554,14,Champions,1028031.99
8739,175,6,304192.89,1,1,2,112,4,Lost,456289.335
8740,146,11,66947.89,2,4,1,241,7,Needs Attention,100421.83499999999
8741,42,10,1206135.48,4,3,5,435,12,Loyal Customers,1809203.22
8742,77,10,252248.37,3,3,2,332,8,Potential Loyalist,378372.555
8743,80,10,543278.92,3,3,3,333,9,Potential Loyalist,814918.3800000001
8744,147,13,1034760.45,2,5,5,255,12,Loyal Customers,1552140.6749999998
8745,65,11,524130.0799999999,3,4,3,343,10,Potential Loyalist,786195.1199999999
8746,59,14,490833.87,3,5,3,353,11,Loyal Customers,736250.8049999999
8747,78,9,848962.55,3,2,5,325,10,Potential Loyalist,1273443.8250000002
8748,34,12,325738.72000000003,4,4,2,442,10,Potential Loyalist,488608.0800000001
8749,135,11,145135.79,2,4,1,241,7,Needs Attention,217703.685
8750,55,7,718842.15,3,1,4,314,8,Potential Loyalist,1078263.225
8751,15,11,542713.0800000001,5,4,3,543,12,Loyal Customers,814069.6200000001
8752,88,6,88083.33,2,1,1,211,4,Lost,132124.995
8753,116,11,259356.94,2,4,2,242,8,Potential Loyalist,389035.41000000003
8754,275,8,1155868.34,1,2,5,125,8,Potential Loyalist,1733802.5100000002
8755,17,8,158736.2,5,2,1,521,8,Potential Loyalist,238104.30000000002
8756,72,7,261179.75,3,1,2,312,6,Needs Attention,391769.625
8757,447,5,125298.99,1,1,1,111,3,Lost,187948.48500000004
8758,58,9,935307.8300000001,3,2,5,325,10,Potential Loyalist,1402961.745
8759,29,11,1013355.0599999999,4,4,5,445,13,Loyal Customers,1520032.5899999999
8760,154,10,125328.38,2,3,1,231,6,Needs Attention,187992.57
8761,116,9,208923.38999999998,2,2,1,221,5,Lost,313385.08499999996
8762,38,5,302074.75,4,1,2,412,7,Needs Attention,453112.125
8763,163,10,627246.12,1,3,4,134,8,Potential Loyalist,940869.1799999999
8764,38,11,1009683.48,4,4,5,445,13,Loyal Customers,1514525.22
8765,24,18,993755.81,5,5,5,555,15,Champions,1490633.715
8766,63,11,397633.34,3,4,3,343,10,Potential Loyalist,596450.01
8767,114,12,576402.79,2,4,4,244,10,Potential Loyalist,864604.185
8768,4,11,572725.5599999999,5,4,4,544,13,Loyal Customers,859088.3399999999
8769,31,7,266394.6,4,1,2,412,7,Needs Attention,399591.89999999997
8770,19,10,402280.82,5,3,3,533,11,Loyal Customers,603421.23
8771,33,9,168835.1,4,2,1,421,7,Needs Attention,253252.65000000002
8772,42,10,532330.67,4,3,3,433,10,Potential Loyalist,798496.0050000001
8773,28,9,570347.36,4,2,4,424,10,Potential Loyalist,855521.04
8774,7,10,300544.1,5,3,2,532,10,Potential Loyalist,450816.14999999997
8775,133,5,388055.71,2,1,3,213,6,Needs Attention,582083.5650000001
8776,15,9,786232.35,5,2,5,525,12,Loyal Customers,1179348.525
8777,211,6,96479.79,1,1,1,111,3,Lost,144719.685
8778,134,13,921201.3,2,5,5,255,12,Loyal Customers,1381801.95
8779,93,11,513504.52,2,4,3,243,9,Potential Loyalist,770256.78
8780,34,10,323876.02,4,3,2,432,9,Potential Loyalist,485814.03
8781,24,14,930358.16,5,5,5,555,15,Champions,1395537.2400000002
8782,187,9,1149568.9,1,2,5,125,8,Potential Loyalist,1724353.3499999999
8783,168,6,388868.59,1,1,3,113,5,Lost,583302.885
8784,5,13,900206.66,5,5,5,555,15,Champions,1350309.9900000002
8785,10,9,420963.41000000003,5,2,3,523,10,Potential Loyalist,631445.115
8786,101,17,738796.7,2,5,4,254,11,Loyal Customers,1108195.0499999998
8787,53,13,577464.7000000001,3,5,4,354,12,Loyal Customers,866197.05
8788,4,12,619342.98,5,4,4,544,13,Loyal Customers,929014.47
8789,61,13,312002.35,3,5,2,352,10,Potential Loyalist,468003.52499999997
8790,244,12,1339671.92,1,4,5,145,10,Potential Loyalist,2009507.88
8791,140,10,506429.16,2,3,3,233,8,Potential Loyalist,759643.74
8792,205,11,578502.82,1,4,4,144,9,Potential Loyalist,867754.23
8793,214,12,367967.0,1,4,2,142,7,Needs Attention,551950.5
8794,23,10,472113.08,5,3,3,533,11,Loyal Customers,708169.6200000001
8795,94,5,294856.25,2,1,2,212,5,Lost,442284.375
8796,29,6,436145.47,4,1,3,413,8,Potential Loyalist,654218.205
8797,161,9,166919.8,1,2,1,121,4,Lost,250379.69999999998
8798,48,10,1198823.73,4,3,5,435,12,Loyal Customers,1798235.595
8799,62,10,333967.76,3,3,2,332,8,Potential Loyalist,500951.64
8800,4,11,797231.14,5,4,5,545,14,Champions,1195846.71
8801,79,10,163490.23,3,3,1,331,7,Needs Attention,245235.34500000003
8802,226,8,1227270.66,1,2,5,125,8,Potential Loyalist,1840905.9899999998
8803,9,11,285404.42,5,4,2,542,11,Loyal Customers,428106.63
8804,49,12,336111.43,4,4,2,442,10,Potential Loyalist,504167.145
8805,90,13,1120344.92,2,5,5,255,12,Loyal Customers,1680517.38
8806,87,10,969543.1500000001,2,3,5,235,10,Potential Loyalist,1454314.725
8807,121,10,142207.24,2,3,1,231,6,Needs Attention,213310.86
8808,65,9,1085837.09,3,2,5,325,10,Potential Loyalist,1628755.6350000002
8809,79,8,432902.77,3,2,3,323,8,Potential Loyalist,649354.155
8810,36,11,1060655.5899999999,4,4,5,445,13,Loyal Customers,1590983.3849999998
8811,157,7,68901.22,2,1,1,211,4,Lost,103351.83
8812,74,10,235680.95,3,3,2,332,8,Potential Loyalist,353521.42500000005
8813,55,10,393321.98000000004,3,3,3,333,9,Potential Loyalist,589982.9700000001
8814,80,8,599875.82,3,2,4,324,9,Potential Loyalist,899813.73
8815,87,8,115947.95,2,2,1,221,5,Lost,173921.925
8816,41,9,332867.46,4,2,2,422,8,Potential Loyalist,499301.19000000006
8817,2,11,404108.87,5,4,3,543,12,Loyal Customers,606163.3049999999
8818,10,10,802985.47,5,3,5,535,13,Loyal Customers,1204478.205
8819,7,9,284745.17000000004,5,2,2,522,9,Potential Loyalist,427117.75500000006
8820,48,5,108759.77,4,1,1,411,6,Needs Attention,163139.655
8821,90,11,651503.15,2,4,4,244,10,Potential Loyalist,977254.7250000001
8822,64,10,1038507.47,3,3,5,335,11,Loyal Customers,1557761.205
8823,90,12,687104.94,2,4,4,244,10,Potential Loyalist,1030657.4099999999
8824,82,10,743406.43,3,3,4,334,10,Potential Loyalist,1115109.6450000003
8825,39,12,464816.9,4,4,3,443,11,Loyal Customers,697225.3500000001
8826,93,6,165340.26,2,1,1,211,4,Lost,248010.39
8827,123,9,735898.02,2,2,4,224,8,Potential Loyalist,1103847.03
8828,81,4,317768.38,3,1,2,312,6,Needs Attention,476652.57
8829,33,13,549871.68,4,5,4,454,13,Loyal Customers,824807.52
8830,11,15,685786.66,5,5,4,554,14,Champions,1028679.99
8831,144,5,330167.62,2,1,2,212,5,Lost,495251.43
8832,18,10,368157.26,5,3,2,532,10,Potential Loyalist,552235.89
8833,176,9,402046.27,1,2,3,123,6,Needs Attention,603069.405
8834,726,3,146272.12,1,1,1,111,3,Lost,219408.18
8835,3,9,234306.57,5,2,1,521,8,Potential Loyalist,351459.855
8836,39,18,1206088.35,4,5,5,455,14,Champions,1809132.5250000001
8837,84,9,717059.47,3,2,4,324,9,Potential Loyalist,1075589.205
8838,194,6,150464.88999999998,1,1,1,111,3,Lost,225697.33499999996
8839,138,7,579446.76,2,1,4,214,7,Needs Attention,869170.14
8840,28,12,284545.28,4,4,2,442,10,Potential Loyalist,426817.92000000004
8841,188,6,254671.78,1,1,2,112,4,Lost,382007.67000000004
8842,34,15,583157.64,4,5,4,454,13,Loyal Customers,874736.46
8843,2,17,2469551.75,5,5,5,555,15,Champions,3704327.625
8844,39,8,422209.81,4,2,3,423,9,Potential Loyalist,633314.715
8845,9,7,281680.49,5,1,2,512,8,Potential Loyalist,422520.735
8846,20,7,257879.56,5,1,2,512,8,Potential Loyalist,386819.33999999997
8847,311,12,712431.28,1,4,4,144,9,Potential Loyalist,1068646.92
8848,112,6,197515.23,2,1,1,211,4,Lost,296272.84500000003
8849,134,7,382666.74,2,1,3,213,6,Needs Attention,574000.11
8850,53,7,216463.03,3,1,1,311,5,Lost,324694.545
8851,64,7,535916.71,3,1,3,313,7,Needs Attention,803875.065
8852,430,11,162443.26,1,4,1,141,6,Needs Attention,243664.89
8853,440,6,159961.32,1,1,1,111,3,Lost,239941.98
8854,314,4,195033.16,1,1,1,111,3,Lost,292549.74
8855,437,12,739256.55,1,4,4,144,9,Potential Loyalist,1108884.8250000002
8856,631,6,96158.88,1,1,1,111,3,Lost,144238.32
8857,20,13,786507.79,5,5,5,555,15,Champions,1179761.685
8858,57,13,527596.87,3,5,3,353,11,Loyal Customers,791395.3049999999
8859,280,12,930673.7,1,4,5,145,10,Potential Loyalist,1396010.5499999998
8860,37,12,587451.35,4,4,4,444,12,Loyal Customers,881177.0249999999
8861,50,12,1135010.0899999999,4,4,5,445,13,Loyal Customers,1702515.1349999998
8862,117,13,1027939.25,2,5,5,255,12,Loyal Customers,1541908.875
8863,109,9,227311.37000000002,2,2,1,221,5,Lost,340967.05500000005
8864,41,12,493652.19,4,4,3,443,11,Loyal Customers,740478.2850000001
8865,78,10,726432.58,3,3,4,334,10,Potential Loyalist,1089648.87
8866,16,3,249509.68,5,1,2,512,8,Potential Loyalist,374264.52
8867,5,12,651096.21,5,4,4,544,13,Loyal Customers,976644.315
8868,37,8,149900.61,4,2,1,421,7,Needs Attention,224850.91499999998
8869,47,10,264152.6,4,3,2,432,9,Potential Loyalist,396228.89999999997
8870,44,11,361417.85,4,4,2,442,10,Potential Loyalist,542126.7749999999
8871,70,7,556981.19,3,1,4,314,8,Potential Loyalist,835471.7849999999
